KIC,KOI,Rp/Rs,e_Rp/Rs,Radius,e_Radius,Period,e_Period,a,e_a,Flux,e_Flux,CDPP,b
10132832,2313.01,2.227,0.153,2.505,0.261,16.076731480,0.000064560,0.12402,0.00343,68.8856,7.6045,128.626,0.04568
10134152,2056.01,2.239,0.096,2.006,0.175,39.313569900,0.000148300,0.21957,0.00648,15.8290,1.6180,92.109,0.00926
10140274,4334.01,1.490,0.106,1.008,0.098,2.442323990,0.000010380,0.03065,0.00081,195.3201,16.9301,207.780,0.32396
10141900,1082.01,1.994,0.137,1.597,0.161,6.503270350,0.000031340,0.06271,0.00170,92.5897,11.0120,190.143,0.07038
10141900,1082.04,1.731,0.146,1.378,0.154,9.655047300,0.000073300,0.08089,0.00209,53.7813,5.6901,190.143,0.10002
10141900,1082.02,1.682,0.109,1.336,0.131,4.096676240,0.000019560,0.04603,0.00128,166.9993,19.2624,190.143,0.12242
10141900,1082.03,1.491,0.110,1.160,0.122,1.196548464,0.000003749,0.02033,0.00054,880.2786,94.0399,190.143,0.25913
10149023,1081.01,25.014,1657.470,26.109,1715.384,9.956397750,0.000048420,0.08996,0.00225,122.9088,12.7314,120.276,6.57673
10153855,1981.01,1.592,0.084,1.278,0.106,1.063788610,0.000002263,0.01850,0.00048,971.2111,96.4760,123.395,0.33802
10155434,473.01,3.304,0.331,2.563,0.318,12.706361230,0.000019230,0.09900,0.00277,43.4749,4.1025,96.737,0.81420
10157458,1083.01,1.811,0.088,1.708,0.142,7.336851010,0.000036700,0.07082,0.00155,124.6884,9.9249,126.563,0.01985
10157458,1083.02,1.131,0.088,1.061,0.129,4.577974120,0.000042600,0.05154,0.00129,234.1439,24.8794,126.563,0.34979
10158729,2097.01,2.029,0.116,2.235,0.195,58.601926000,0.000578800,0.29748,0.00764,12.4711,1.3234,81.978,0.29250
10160922,7990.01,2.331,0.267,2.259,0.324,87.487573000,0.002634000,0.37406,0.01020,5.0349,0.5605,187.274,0.08550
10166274,1078.03,4.096,0.180,2.158,0.111,28.464648040,0.000088050,0.14931,0.00190,2.7490,0.1518,235.809,0.02107
10166274,1078.01,3.620,0.167,1.924,0.099,3.353732008,0.000003996,0.03595,0.00040,46.6289,2.5956,235.809,0.04060
10166274,1078.02,4.541,0.464,2.446,0.251,6.877446033,0.000008893,0.05819,0.00066,18.1033,0.8795,235.809,0.71133
10186761,5772.01,1.317,0.155,1.276,0.165,75.636309000,0.001236000,0.34378,0.00849,7.0047,0.7518,79.872,0.06655
10187017,82.04,0.843,0.168,0.654,0.140,7.071361190,0.000030850,0.06427,0.00174,62.8046,5.1787,31.096,0.80972
10187017,82.03,1.306,0.141,0.971,0.131,27.453614600,0.000107700,0.15842,0.00417,10.3057,0.8900,31.096,0.94036
10187017,82.05,0.695,0.108,0.539,0.088,5.286919960,0.000029470,0.05279,0.00143,93.1137,7.8192,31.096,0.94562
10187017,82.01,3.300,0.207,2.410,0.224,16.145671932,0.000007440,0.11071,0.00305,20.8350,1.7990,31.096,1.01772
10187017,82.02,1.790,0.108,1.289,0.121,10.311747860,0.000012260,0.08192,0.00220,38.9215,3.5975,31.096,1.02820
10187159,1870.01,2.676,0.111,2.208,0.167,7.964314920,0.000010370,0.07105,0.00204,68.8093,7.1041,108.464,0.09030
10189546,427.02,3.039,0.123,2.550,0.228,42.949522000,0.000148800,0.22432,0.00610,9.1596,0.9024,160.159,0.01035
10189546,427.03,2.713,0.116,2.220,0.209,117.033521000,0.001124000,0.43746,0.01070,2.3555,0.2171,160.159,0.15886
10189546,427.01,4.285,0.363,3.506,0.411,24.614806130,0.000032270,0.15464,0.00438,18.8037,1.7204,160.159,0.26283
10190075,3007.01,1.589,0.269,1.629,0.293,11.191619900,0.000081190,0.09668,0.00265,101.3544,9.9848,84.993,0.91950
10190777,1937.01,2.235,0.188,1.525,0.135,1.411230023,0.000000830,0.02145,0.00024,298.7560,15.6650,67.055,1.31396
10203349,2212.01,2.564,0.247,2.825,0.364,17.146487560,0.000086580,0.12979,0.00304,65.6191,6.9461,91.565,1.64030
10213902,1723.01,3.566,0.438,3.095,0.451,59.622262700,0.000307700,0.28856,0.00716,8.4560,1.1570,138.095,1.68298
10214162,1724.01,3.322,0.410,2.749,0.416,17.423935820,0.000092800,0.12439,0.00379,35.2256,4.2328,140.150,2.33468
10220837,4613.01,0.830,0.048,0.666,0.069,1.962282625,0.000009845,0.02889,0.00070,615.6480,61.0035,64.000,0.12741
10221013,728.01,11.131,0.707,11.615,1.152,7.189379172,0.000001598,0.07175,0.00181,178.0985,20.4919,168.474,0.79055
10221505,4768.01,2.218,0.210,1.855,0.219,3.436331330,0.000008724,0.04148,0.00115,262.6684,28.1277,159.340,0.03075
10252275,3130.02,1.259,0.169,0.805,0.122,5.652457330,0.000032050,0.05521,0.00152,79.8676,7.2422,100.899,1.57985
10252275,3130.01,3.565,19.757,2.442,12.773,14.863849600,0.000115500,0.10504,0.00276,21.8866,1.8876,100.899,3.51697
10253547,2153.02,1.262,0.140,1.659,0.229,25.745795700,0.000321200,0.17962,0.00504,66.5411,6.1399,56.228,0.92114
10253547,2153.01,2.002,0.186,2.565,0.312,59.980986800,0.000469600,0.31398,0.00843,21.2890,2.1267,56.228,1.78787
10253977,8201.01,3.003,0.798,2.287,0.612,392.601892000,0.008911000,0.96222,0.02557,0.3843,0.0363,126.263,0.28836
10264293,7301.01,1.770,0.544,1.398,0.490,20.952560400,0.000267800,0.13430,0.00356,16.4527,1.7439,145.572,0.93595
10265898,732.02,1.257,0.104,1.112,0.125,3.295345670,0.000025690,0.04066,0.00119,296.1182,30.1713,154.894,0.77440
10265898,732.01,3.688,0.274,3.225,0.304,1.260258822,0.000000675,0.02140,0.00063,1039.1197,112.8489,154.894,1.16172
10265898,732.03,1.506,0.243,1.325,0.249,5.254493930,0.000056130,0.05549,0.00152,157.8676,16.8012,154.894,1.51565
10266615,530.01,2.436,0.297,2.023,0.282,10.940267450,0.000030140,0.09096,0.00234,63.8516,6.2854,142.699,0.47103
10271806,733.03,2.050,0.110,1.477,0.141,3.132953510,0.000010170,0.03749,0.00102,199.3020,20.1428,259.762,0.13981
10271806,733.02,3.529,0.156,2.490,0.209,11.349348480,0.000024420,0.08859,0.00239,36.4477,3.4128,259.762,0.39924
10271806,733.04,3.134,0.509,2.236,0.402,18.643499860,0.000064890,0.12342,0.00324,18.5219,1.8249,259.762,0.55071
10271806,733.01,4.630,0.565,3.233,0.469,5.924993927,0.000007626,0.05721,0.00159,86.1155,8.6907,259.762,1.53240
10272640,1074.01,11.188,0.979,15.138,1.768,3.770551475,0.000004869,0.04922,0.00134,742.2786,91.2323,319.986,0.04851
10281221,3913.01,5.833,11.653,7.702,15.017,0.582895412,0.000000260,0.01413,0.00042,7854.8026,878.9505,105.079,1.49018
10291589,4754.01,1.384,0.113,1.812,0.209,7.087574620,0.000081320,0.07395,0.00216,249.8185,33.6284,142.673,0.29569
10295951,1154.01,12.646,0.905,43.247,4.258,6.810823723,0.000001014,0.08821,0.00262,2336.8143,256.0926,49.008,0.50554
10318874,104.01,4.203,0.190,3.143,0.239,2.508057497,0.000000378,0.03167,0.00079,220.7223,19.6154,57.533,0.53533
10319385,1169.01,1.378,0.051,1.456,0.115,0.689210173,0.000000450,0.01521,0.00041,4306.6976,423.3965,44.610,0.14560
10328393,1905.03,1.608,0.080,1.132,0.113,34.211502200,0.000300400,0.18422,0.00485,7.6459,0.7157,74.296,0.03909
10328393,1905.02,1.443,0.065,1.016,0.094,15.995603730,0.000096260,0.11112,0.00291,20.8920,1.8524,74.296,0.08304
10328393,1905.01,1.682,0.066,1.170,0.105,7.626354940,0.000022020,0.06817,0.00187,57.6356,5.0805,74.296,0.20672
10328458,2214.01,1.734,0.122,1.284,0.111,2.352273912,0.000008087,0.03037,0.00080,222.8780,24.9988,194.693,0.08088
10329469,2271.01,2.892,0.167,2.009,0.209,55.822477500,0.000410000,0.25378,0.00564,3.8732,0.3762,150.655,0.02749
10330115,1160.01,3.667,0.325,2.763,0.286,13.214096070,0.000037010,0.09970,0.00262,35.8151,4.3908,235.108,1.25884
10332213,2919.01,145.700,3587.610,136.612,3406.681,2.522590567,0.000006821,0.03462,0.00084,512.9204,47.8787,97.249,3.49058
10332883,1880.01,2.389,0.108,1.377,0.083,1.151166776,0.000000605,0.01803,0.00018,230.4104,10.6898,99.970,0.02347
10337258,333.01,2.120,0.236,2.651,0.341,13.285364520,0.000078240,0.11563,0.00315,146.9141,15.1105,77.842,1.45089
10337517,1165.02,0.794,0.054,0.667,0.059,4.292636990,0.000037800,0.04886,0.00127,229.7140,22.0766,70.920,0.51009
10337517,1165.01,2.706,0.251,2.263,0.241,7.053934488,0.000007693,0.06836,0.00185,115.4930,10.3653,70.920,1.00895
10340423,736.02,2.422,0.140,1.867,0.170,6.738935440,0.000026870,0.06728,0.00751,32.5171,16.1832,234.107,0.04267
10340423,736.01,3.832,0.219,2.967,0.255,18.794185060,0.000044650,0.13025,0.02240,8.3612,23.4015,234.107,0.31028
10351231,1166.01,2.738,0.418,2.685,0.464,7.674661400,0.000023780,0.07505,0.00193,150.0824,19.0309,133.592,1.21043
10353968,618.01,3.150,0.152,2.594,0.215,9.070981640,0.000013140,0.07913,0.00232,71.6528,6.6548,145.382,0.01097
10358759,738.02,3.229,0.184,2.489,0.230,13.286899970,0.000027750,0.10262,0.00285,43.6817,4.9875,151.719,0.01487
10358759,738.01,3.427,0.188,2.633,0.265,10.339240800,0.000017220,0.08629,0.00246,61.0935,6.8105,151.719,0.13780
10360722,4051.01,3.281,0.189,2.846,0.264,163.692336000,0.001319000,0.54577,0.01300,1.4260,0.1503,137.160,0.02340
10384298,3224.01,0.706,0.055,0.584,0.061,3.438610670,0.000018610,0.04201,0.00116,284.4632,27.1127,43.697,0.42516
10384798,1997.01,2.804,0.345,2.706,0.394,38.505224000,0.000177600,0.21793,0.00632,16.7191,1.7183,114.258,0.81747
10386984,739.01,2.641,0.149,1.759,0.117,1.287076693,0.000001200,0.02004,0.00022,281.3861,14.6635,176.400,0.00227
10387742,2583.01,0.647,0.040,0.625,0.057,3.032671350,0.000013740,0.04014,0.00108,499.1635,39.2433,32.238,0.16674
10387792,5789.01,2.048,0.206,1.443,0.167,383.262170000,0.013290000,0.93070,0.02411,0.3422,0.0291,85.943,0.23917
10388286,596.01,2.626,0.116,1.408,0.076,1.682695938,0.000001253,0.02264,0.00027,106.0839,4.2990,117.347,0.02388
10388451,7319.01,1.819,0.166,0.939,0.093,17.167767500,0.000270800,0.10598,0.00134,4.5799,0.2796,250.182,0.47131
10394802,5790.01,4.929,0.910,3.865,0.749,178.266978000,0.002828000,0.55502,0.01480,0.9003,0.1109,298.603,0.95334
10395381,740.01,3.553,0.405,2.797,0.409,17.671771400,0.000053560,0.11943,0.00316,19.6867,1.9122,148.131,1.24305
10396708,7320.01,1.062,0.084,0.763,0.082,8.502077490,0.000093300,0.07237,0.00185,45.5382,4.3454,93.737,0.07189
10407482,4255.01,1.390,0.132,0.963,0.119,6.305583870,0.000065360,0.05880,0.00146,60.9033,6.3430,154.942,0.72171
10450504,7327.01,2.499,0.190,1.857,0.195,17.990827300,0.000097940,0.11930,0.00329,17.5996,1.8670,223.123,0.04809
10454313,532.01,2.844,0.259,3.633,0.425,4.221626193,0.000005023,0.05238,0.00136,566.4354,71.2043,90.197,1.19138
10454632,1877.01,2.403,0.293,1.671,0.246,20.160378580,0.000066950,0.12839,0.00370,15.2617,1.3890,60.904,2.44456
10460984,474.02,2.466,0.266,2.580,0.349,28.986901600,0.000107600,0.18642,0.00485,35.0361,3.8118,82.248,0.90529
10460984,474.01,2.573,0.161,2.711,0.257,10.945777830,0.000020170,0.09754,0.00264,131.3503,13.3452,82.248,0.96936
10460984,474.04,1.479,0.158,1.504,0.194,5.035056650,0.000019460,0.05804,0.00150,358.5964,35.5071,82.248,1.12556
10460984,474.03,3.833,2035.954,4.209,2142.102,94.886902000,0.001216000,0.41122,0.01268,7.4869,0.8841,82.248,2.38320
10464050,1851.01,2.418,0.101,2.189,0.192,4.469754641,0.000008123,0.05188,0.00131,271.8997,26.1636,137.473,0.35540
10464199,7330.01,0.732,0.063,0.891,0.100,198.113090000,0.011870000,0.68149,0.01524,3.1592,0.3140,25.604,0.11083
10468885,2589.01,1.484,0.095,1.246,0.124,0.664074145,0.000001528,0.01362,0.00038,1977.1697,225.5606,191.160,0.43816
10468940,1163.01,2.018,0.258,1.576,0.255,2.936527336,0.000005136,0.03738,0.00110,308.5220,32.5305,117.533,0.48871
10468940,1163.02,2.016,0.326,1.593,0.274,8.015008210,0.000032590,0.07297,0.00209,81.0112,9.0491,117.533,0.80867
10470779,5796.01,2.277,0.192,2.377,0.268,495.854189000,0.005896000,1.21385,0.03590,0.6505,0.0727,101.799,0.00000
10471515,2961.01,0.579,0.038,0.711,0.068,3.784750700,0.000040000,0.04981,0.00133,712.0522,63.4904,38.347,0.01861
10480915,2040.01,3.087,0.515,2.955,0.556,19.585611770,0.000045260,0.13995,0.00359,45.2211,4.5444,64.238,0.94675
10482160,1170.01,2.433,0.103,2.158,0.172,7.343739640,0.000011340,0.07145,0.00193,134.5698,11.2863,90.928,0.06622
10487228,5798.01,2.663,0.542,2.013,0.428,318.258580000,0.011260000,0.81775,0.01911,0.4230,0.0482,210.150,0.20279
10489206,251.02,1.598,0.115,0.847,0.062,5.774403260,0.000030590,0.05155,0.00056,21.2676,0.8481,147.609,0.38627
10489206,251.01,5.006,0.244,2.640,0.155,4.164384505,0.000002155,0.04142,0.00052,32.5660,1.6206,147.609,0.66720
10489345,2266.01,2.163,0.117,1.687,0.160,1.003931703,0.000002686,0.01759,0.00042,876.0841,99.6045,284.513,0.02029
10513530,533.01,3.183,0.295,2.481,0.259,16.549670980,0.000043780,0.11811,0.00313,30.1242,2.8214,109.068,1.77705
10513530,533.02,1.602,0.291,1.274,0.242,3.524678880,0.000030440,0.04210,0.00117,238.0719,21.6352,109.068,3.47676
10515564,8211.01,0.807,0.085,0.737,0.101,5.048745100,0.000100500,0.05482,0.00140,186.9266,18.3598,103.843,0.17399
10518424,2188.02,0.933,0.094,0.979,0.125,6.744568300,0.000569600,0.06929,0.00176,206.7785,25.9751,125.078,0.15357
10525027,2006.01,1.623,0.076,0.934,0.049,3.273447840,0.000006177,0.03602,0.00033,56.2037,2.5991,75.374,0.44659
10525077,5800.01,1.269,0.124,1.559,0.206,11.006795000,0.000226200,0.09809,0.00266,135.6214,18.1727,120.347,0.89139
10526549,746.01,3.598,0.258,2.604,0.261,9.273581730,0.000010370,0.07623,0.00217,40.0928,3.5552,122.032,0.42346
10526887,4261.01,1.165,0.090,1.083,0.112,1.450889836,0.000006484,0.02429,0.00069,1172.6113,124.5520,123.490,0.31074
10528068,1162.01,2.978,0.100,3.310,0.294,158.685002200,0.000466000,0.57832,0.01494,3.7233,0.3083,31.963,0.03851
10531955,2208.01,0.869,0.095,0.988,0.132,2.344512589,0.000005694,0.03510,0.00099,1151.8343,116.5882,33.926,0.67900
10538176,1301.02,3.015,0.192,2.391,0.213,37.514212800,0.000200700,0.20115,0.00627,10.0144,1.3228,164.614,0.38330
10538176,1301.01,3.107,0.471,2.422,0.429,12.699050110,0.000043070,0.09849,0.00277,42.9872,5.2608,164.614,0.69218
10545066,337.01,1.903,0.082,2.263,0.180,19.783025900,0.000066140,0.14570,0.00347,61.0414,6.2051,72.217,0.01366
10545066,337.02,1.664,0.109,2.004,0.189,154.607419000,0.004279000,0.57358,0.01546,3.8699,0.3472,72.217,0.09047
10546063,7339.01,1.579,0.206,2.095,0.313,10.698227500,0.000155000,0.09916,0.00301,182.2275,29.6071,174.022,0.01889
10549023,2131.01,1.876,0.154,2.906,0.342,14.362704510,0.000069040,0.12594,0.00365,194.0734,25.4321,117.894,0.20040
10552263,5806.01,1.300,0.108,1.764,0.203,313.827520000,0.009634000,0.93778,0.02464,1.9236,0.1495,36.420,0.12929
10552611,338.01,1.965,0.182,1.585,0.175,7.010632400,0.000013620,0.06480,0.00161,74.5222,7.1585,63.710,0.91151
10552611,338.02,0.949,0.153,0.768,0.139,3.107626840,0.000015370,0.03771,0.00111,224.0678,21.4729,63.710,0.97903
10554999,534.02,2.018,0.082,1.686,0.120,2.735900074,0.000004502,0.03568,0.00096,339.9599,35.7350,105.060,0.16244
10554999,534.01,3.248,0.400,2.523,0.366,6.400157105,0.000009020,0.06280,0.00166,111.0557,12.0238,105.060,1.17802
10577994,475.01,2.801,0.351,2.116,0.285,8.180894900,0.000016010,0.07219,0.00202,62.7443,5.2903,122.753,0.53969
10577994,475.02,3.028,0.387,2.269,0.320,15.312963880,0.000032510,0.10912,0.00298,27.5483,2.7410,122.753,0.61092
10581308,5810.01,1.574,0.190,1.440,0.191,425.593391000,0.008384000,1.05023,0.02614,0.5151,0.0489,56.912,0.21538
10583066,747.01,4.267,0.230,2.845,0.244,6.029303290,0.000005509,0.05806,0.00927,40.8704,22.3768,199.356,0.16966
10583761,2300.01,1.776,0.189,1.312,0.166,2.685054445,0.000004508,0.03445,0.00097,298.4376,28.3287,88.722,0.57145
10585738,3032.01,1.481,0.118,1.221,0.126,0.636424848,0.000001522,0.01330,0.00036,2230.2451,269.2574,162.476,0.22547
10586619,7345.01,2.323,0.165,2.498,0.264,377.501257000,0.008770000,1.02264,0.02961,1.0424,0.1361,108.222,0.03505
10591855,2845.01,1.439,0.102,0.948,0.074,1.574090323,0.000005522,0.02291,0.00025,203.6780,10.9378,193.387,0.06782
10593535,4204.01,1.036,0.055,1.269,0.130,20.925408300,0.000260700,0.15347,0.00438,66.9483,6.1259,58.193,0.22919
10599206,476.01,2.914,0.375,2.117,0.330,18.427949570,0.000042740,0.12310,0.00332,19.9624,2.0547,112.275,0.74437
10600261,597.02,1.436,0.078,1.485,0.130,2.092271150,0.000005814,0.03177,0.00075,905.1631,102.9367,106.546,0.27146
10600261,597.01,2.474,0.139,2.571,0.261,17.307955480,0.000055520,0.12913,0.00385,55.9757,7.1464,106.546,0.00000
10600261,597.03,2.339,0.132,2.464,0.240,52.814805100,0.000384600,0.27296,0.00718,12.1615,1.4079,106.546,0.00000
10600955,2227.01,3.076,0.418,2.355,0.354,65.648089200,0.000549400,0.29757,0.00739,5.3915,0.5361,104.294,2.21058
10601284,749.03,1.444,0.112,1.272,0.145,8.109048070,0.000067870,0.07457,0.00205,95.6343,9.9320,145.082,0.02534
10601284,749.01,2.818,0.190,2.523,0.248,5.349553819,0.000008834,0.05675,0.00166,166.5093,18.0533,145.082,0.09164
10601284,749.02,1.867,0.114,1.675,0.171,3.941052210,0.000010940,0.04647,0.00139,250.5754,28.2611,145.082,0.21973
10604335,1298.01,3.696,0.184,2.416,0.140,11.008176350,0.000017010,0.08328,0.00089,16.8226,1.1024,250.542,0.01448
10604335,1298.02,3.149,0.151,2.065,0.107,92.749577700,0.000694200,0.34683,0.00416,0.9824,0.0588,250.542,0.01989
10604521,2797.01,1.533,0.131,1.577,0.200,0.868122253,0.000002723,0.01742,0.00041,2593.7889,368.7357,166.957,0.00521
10604592,4447.01,1.281,0.207,0.918,0.155,2.186601880,0.000010560,0.02902,0.00075,274.2743,25.0321,120.749,1.16189
10610039,4577.02,0.976,0.084,1.067,0.113,3.073651390,0.000027960,0.04124,0.00130,623.5200,66.5997,103.219,0.02448
10610039,4577.01,2.185,0.159,2.299,0.233,105.997107000,0.001265000,0.43618,0.01168,5.5748,0.5802,103.219,0.35090
10615440,4765.01,0.974,0.204,1.277,0.266,10.811831700,0.000128800,0.10032,0.00260,196.8782,15.1766,56.741,1.03145
10616679,429.01,5.196,0.142,4.043,0.335,8.600099313,0.000005050,0.07523,0.00188,65.2103,6.6475,117.803,0.05824
10617017,2149.01,1.108,0.112,1.649,0.206,13.151402230,0.000079760,0.11826,0.00339,202.5634,19.9968,35.195,1.55316
10647452,4366.01,1.375,0.106,1.109,0.113,0.762950224,0.000003293,0.01504,0.00042,1778.2602,209.5681,183.976,0.15495
10653179,3280.01,2.692,0.178,2.384,0.241,47.160793200,0.000436200,0.24509,0.00743,10.9191,1.4930,251.558,0.02061
10656508,211.01,8.760,0.498,12.141,1.107,124.035899390,0.000091260,0.51131,0.01375,8.1079,1.0909,106.614,0.02734
10656823,598.01,2.730,0.104,2.193,0.190,8.307839120,0.000011440,0.07448,0.00199,78.0872,8.1317,122.610,0.01735
10656823,598.02,2.158,0.104,1.700,0.135,34.096344100,0.000194800,0.19130,0.00536,12.0273,1.3127,122.610,0.31246
10657406,1837.02,1.243,0.206,0.994,0.172,1.682934607,0.000004907,0.02537,0.00072,594.4000,59.0253,81.263,0.92521
10657406,1837.01,2.822,0.297,2.205,0.296,34.173215600,0.000120300,0.18891,0.00509,10.7510,1.0097,81.263,1.24009
10658177,5817.01,1.143,0.076,1.515,0.153,113.083522000,0.002385000,0.48421,0.01281,9.2266,0.9437,45.290,0.04077
10659624,7354.01,0.958,0.162,1.281,0.249,43.267560400,0.000824300,0.24976,0.00703,28.4365,2.6249,46.621,1.40587
10663738,4698.01,1.084,0.086,1.411,0.156,8.527589400,0.000102300,0.08594,0.00275,267.8488,31.8591,94.792,0.20862
10665228,7358.01,1.720,0.206,1.424,0.205,11.325115300,0.000250400,0.09062,0.00258,44.0278,6.2291,297.752,0.21695
10665749,7359.01,2.332,0.667,2.404,0.720,4.237447181,0.000009042,0.05049,0.00166,337.3070,39.7686,164.632,0.02349
10666592,2.01,8.242,0.226,16.206,1.227,2.204735417,0.000000043,0.03774,0.00107,3925.8142,415.1837,36.387,0.20376
10669994,4360.01,0.998,0.068,0.984,0.103,2.716036640,0.000014050,0.03731,0.00101,642.1271,62.1697,85.662,0.33852
10676014,1797.01,3.027,0.205,2.217,0.197,16.781757880,0.000016390,0.11487,0.00290,19.5825,1.8433,76.680,0.54976
10676824,599.01,2.571,0.349,2.765,0.378,6.454429310,0.000012500,0.06747,0.00190,208.6861,26.1262,108.439,0.80694
10680424,7361.01,2.156,1.176,1.552,0.880,0.926239830,0.000011720,0.01687,0.00288,583.3093,651.5565,245.851,0.05107
10682541,751.01,3.430,0.481,2.867,0.469,4.996779680,0.000013890,0.05267,0.00128,141.2631,14.1064,328.025,0.73052
10684670,2317.01,1.175,0.069,1.229,0.110,3.788618330,0.000022850,0.04728,0.00116,417.5495,37.0792,100.671,0.16869
10709622,2108.01,2.798,0.301,3.401,0.464,51.328352700,0.000302600,0.27273,0.00845,17.7948,2.2604,125.474,0.81999
10713616,1311.01,2.590,0.221,2.747,0.338,83.578197600,0.000278000,0.37862,0.00985,8.6709,0.7919,46.803,0.55215
10714072,4024.01,1.275,0.129,1.023,0.125,8.406930680,0.000097050,0.07550,0.00200,77.5562,6.2808,117.590,0.01034
10717241,430.02,1.396,0.107,0.903,0.075,9.340538000,0.000105200,0.07472,0.00080,19.6670,1.0590,133.741,0.06472
10717241,430.01,4.195,0.331,2.725,0.234,12.376468970,0.000013830,0.09005,0.00085,13.5015,0.7962,133.741,0.43292
10718726,600.02,2.778,0.165,3.261,0.298,294.055263000,0.007495000,0.88221,0.02567,1.7019,0.1986,107.638,0.13927
10718726,600.01,1.953,0.134,2.300,0.220,3.595769013,0.000009383,0.04673,0.00129,617.2350,76.7378,107.638,0.54095
10722485,4312.01,0.832,0.059,1.141,0.120,7.849318770,0.000075560,0.08104,0.00252,296.2323,32.6031,52.785,0.08294
10723367,2236.02,2.041,0.367,1.792,0.348,12.125806440,0.000079630,0.09884,0.00241,61.8424,8.1969,161.933,1.11052
10723367,2236.01,3.289,0.712,2.791,0.659,19.986591600,0.000128600,0.13853,0.00395,32.1005,3.6946,161.933,2.55395
10724369,1302.01,3.214,0.348,3.177,0.386,55.639188200,0.000209700,0.28134,0.00816,10.9985,1.1283,95.679,1.33732
10730034,1305.02,1.366,0.081,1.185,0.119,6.186708820,0.000043180,0.06224,0.00138,123.6701,13.3105,156.709,0.01357
10730034,1305.01,1.569,0.092,1.346,0.141,2.633852528,0.000008353,0.03482,0.00084,403.5695,41.9338,156.709,0.18160
10730070,4335.01,0.944,0.063,0.977,0.099,7.617581980,0.000054520,0.07618,0.00164,192.5750,17.2956,73.962,0.22529
10730703,2327.01,1.763,0.111,1.584,0.131,5.600133270,0.000020320,0.05839,0.00157,163.2566,16.3578,154.624,0.03843
10730703,2327.02,1.726,0.156,1.566,0.172,46.331703000,0.000828500,0.24031,0.00603,9.8558,0.9231,154.624,0.04941
10744335,1304.01,1.782,0.174,1.777,0.233,4.597266130,0.000024590,0.05253,0.00174,285.8479,42.3171,182.635,0.02935
10745365,4405.01,1.387,0.162,1.558,0.226,8.917286300,0.000222800,0.08537,0.00236,183.2935,20.3628,101.062,0.06442
10747162,5826.01,2.290,0.248,1.329,0.157,30.561533000,0.000325600,0.16007,0.00170,2.9942,0.2044,227.045,0.05190
10747501,4891.01,1.505,0.135,1.392,0.181,4.730901300,0.000040790,0.05335,0.00153,244.4799,28.3436,190.106,0.36929
10749059,3086.01,3.317,0.221,2.673,0.278,174.731515000,0.003126000,0.56248,0.01570,1.2180,0.1458,196.854,0.02617
10751908,7370.01,1.323,0.139,1.425,0.173,4.485381450,0.000050010,0.05260,0.00143,337.7569,37.1980,172.487,0.10951
10779233,1989.01,2.379,0.088,2.327,0.161,201.118319000,0.001461000,0.65799,0.01673,1.9780,0.1689,66.572,0.00000
10788461,3925.02,1.945,0.327,1.621,0.298,2.590395800,0.000165300,0.03445,0.00088,398.3257,30.6973,85.237,0.98290
10788461,3925.03,2.087,0.548,1.694,0.447,5.323533500,0.000581500,0.05565,0.00156,147.4074,13.4668,85.237,1.27263
10788461,3925.01,4.013,0.422,3.218,0.427,9.207563400,0.000356800,0.08006,0.00230,72.9442,6.6932,85.237,1.76469
10790387,1288.01,9.689,0.562,11.815,1.227,117.931108030,0.000083770,0.48947,0.01384,7.1988,0.8285,109.412,0.38896
10793172,2871.02,1.057,0.064,0.945,0.099,5.363750160,0.000039040,0.05712,0.00147,185.1639,18.9568,79.395,0.00716
10793172,2871.04,0.891,0.068,0.787,0.094,7.978819800,0.000126400,0.07468,0.00211,110.9011,10.8108,79.395,0.04098
10793172,2871.01,1.274,0.078,1.115,0.108,12.099906500,0.000108700,0.09832,0.00294,64.4183,6.7172,79.395,0.12819
10793172,2871.03,0.860,0.128,0.793,0.135,18.081142900,0.000531600,0.12812,0.00410,36.8493,4.1511,79.395,0.64654
10793576,3451.01,1.384,0.087,1.485,0.145,10.907529770,0.000099610,0.09819,0.00304,138.2046,15.3584,67.458,0.09470
10794974,4235.01,2.586,0.819,3.671,1.224,66.643456500,0.000368800,0.35078,0.00940,24.0625,2.1523,47.981,0.83882
10795103,3683.01,6.714,0.210,10.291,0.889,214.312043900,0.000142700,0.77304,0.01928,5.9287,0.5849,32.744,0.01854
10797460,752.01,2.446,0.151,2.297,0.226,9.488035570,0.000027750,0.08452,0.00247,94.0990,10.9322,166.318,0.11380
10797460,752.02,3.076,0.542,2.930,0.622,54.418382700,0.000247900,0.27000,0.00659,9.3710,1.0821,166.318,0.45992
10798331,2373.01,2.171,0.132,2.816,0.255,147.281212000,0.001212000,0.55823,0.01445,4.4786,0.4900,79.903,0.32343
10802364,5829.01,2.236,0.437,2.026,0.417,583.853100000,0.014040000,1.30533,0.03939,0.3613,0.0341,108.991,0.26336
10810859,4801.01,2.163,0.221,2.278,0.293,82.401274000,0.001857000,0.36773,0.00897,7.3172,0.8880,125.362,0.73008
10811496,753.01,116.897,383.567,139.707,454.425,19.899139950,0.000014940,0.14609,0.00432,58.0107,7.5148,257.106,0.45894
10812541,7375.01,2.332,0.209,1.909,0.187,4.848472450,0.000016880,0.07329,0.01211,25.7421,17.6443,418.998,0.08852
